specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,correction,s_tensor,aniso_type,NLT_beta
NA93-49Bb,NA93-49Bb,NA93-49B,9.275000000000001e-08,5.637610772605271e-07,-6.787231018254407e-09,7.757840552957194e-08,5.0379430232924706e-08,-2.379692736387436e-08,-1.0246359124157626e-08,-5.631654025299204e-07,3.96521655825043e-10,2.2555776346446644e-09,3e-05,P,733.0,1,,,
NA93-49Bb,NA93-49Bb,NA93-49B,6.511e-08,6.220426303946332e-07,-3.5962920638742636e-09,5.2752315238753176e-08,3.799436827139682e-08,-2.1581524413671835e-08,-2.0774880774084548e-08,-6.213209123802923e-07,2.783560648061299e-10,2.5621070440533504e-09,3e-05,P,783.0,1,,,
NA93-49Bb,NA93-49Bb,NA93-49B,4.461e-08,6.48968018475454e-07,-4.60342753822013e-09,3.804067537434012e-08,2.2842232201876193e-08,2.048171864615665e-08,-1.8233424042489636e-08,-6.483884101778374e-07,1.9071515974506918e-10,2.742091536886065e-09,3e-05,P,818.0,1,,,
NA93-49Bb,NA93-49Bb,NA93-49B,1.249e-08,6.740234403236929e-07,-3.5731730739529363e-09,9.506272903974636e-09,7.270715897264545e-09,-1.77010329677716e-08,1.3538055278859942e-08,-6.736549506957752e-07,5.3396824595738934e-11,2.871629069732414e-09,3e-05,P,843.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,8.093999999999999e-07,0.0,-6.53081970788362e-07,1.2340111945635082e-07,4.619355616837789e-07,0.0,0.0,0.0,5.190479162665062e-09,0.0,3e-05,ZI,273.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,8.098000000000001e-07,1.5207018517009612e-08,-6.546617613752315e-07,1.1661302078574185e-07,4.6216384711085277e-07,-2.567963647088403e-09,-1.251805862343273e-08,-8.243614691639042e-09,3.4620295082169253e-09,4.883067490199027e-09,3e-05,ZI,373.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,7.808e-07,1.3506697549403878e-08,-6.359611759879213e-07,1.0300323444740107e-07,4.411262362741915e-07,2.4408080800499924e-09,4.1487152592334175e-09,-1.2619884956101587e-08,3.338049691301278e-09,4.695089968542779e-09,3e-05,IZ,473.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,7.243000000000001e-07,4.4112708447036447e-08,-5.821478869824751e-07,1.0264837923743246e-07,4.1854227734097294e-07,5.968721031110739e-09,-1.9619693058939975e-08,-3.90560246320462e-08,3.096502806620794e-09,4.2911605722051905e-09,3e-05,ZI,573.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,6.036e-07,6.771484173111963e-08,-4.910435981231306e-07,7.953170849274114e-08,3.418828046078291e-07,-9.108416645731722e-09,1.406919690557213e-08,-6.560788241751578e-08,2.5804902582856706e-09,3.5757719276696333e-09,3e-05,IZ,623.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,3.217000000000001e-07,3.1496071795954964e-07,-2.6203418666895445e-07,4.431976525726131e-08,1.8128632994321677e-07,2.0735095659562286e-08,-1.1265901371336688e-08,-3.140754513359411e-07,1.3753209345435726e-09,1.8160231801118015e-09,3e-05,ZI,673.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,2.089e-07,4.785812626363606e-07,-1.7444920788685023e-07,2.7318016932593382e-08,1.116262057875347e-07,-2.086305084396459e-08,6.0673188473579534e-09,-4.780878012437671e-07,8.930821984027113e-10,1.992405236319674e-09,3e-05,IZ,703.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,1.7769999999999998e-07,7.260778409886127e-07,-1.494430854062684e-07,1.3337440051493433e-08,9.52164214677677e-08,2.4497692074456505e-08,3.139948760498494e-08,-7.249848042792722e-07,7.596970160658773e-10,2.8544482408384644e-09,3e-05,ZI,733.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,1.277e-07,8.153371639497229e-07,-1.0592629043840809e-07,9.640047606483709e-09,7.066810083837505e-08,-2.225739118940928e-08,4.0852847389603924e-08,-8.140088109567246e-07,5.459387110389002e-10,3.2778099966782377e-09,3e-05,IZ,763.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,1.0460000000000001e-07,9.328934041543337e-07,-8.51370543738995e-08,1.593296665219899e-08,5.864283883131509e-08,-3.633907086502028e-08,3.167300626136861e-08,-9.31647141420879e-07,4.471823741164366e-10,3.8000923182311035e-09,3e-05,ZI,783.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,8.794e-08,9.770878714780608e-07,-6.975973723967709e-08,1.6490503099911506e-08,5.094198629581518e-08,1.8953507749345128e-08,-8.053810259108378e-11,-9.769040212053265e-07,3.7595810688144774e-10,3.982999730348129e-09,3e-05,IZ,803.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,6.580000000000002e-08,1.028802266949032e-06,-5.327839827303437e-08,6.7306269384366265e-09,3.802303168443466e-08,2.429454833134837e-08,8.745307660005449e-09,-1.028478195682716e-06,2.8130592941550224e-10,4.246018351399031e-09,3e-05,ZI,818.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,3.656e-08,1.0673126103038052e-06,-3.538056419634127e-08,2.3499744810536176e-09,8.906564830896981e-09,-2.755380754609525e-08,3.2822857030327644e-08,-1.0664519003966385e-06,1.5630007263572582e-10,4.534370704413864e-09,3e-05,IZ,833.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,2.456e-08,1.0777283243135683e-06,-2.085946037715716e-08,2.6721585026103053e-09,1.2686058556964723e-08,1.2077331686374316e-08,-5.71324322348184e-09,-1.0776455066203072e-06,1.0499807942925126e-10,4.5542624182339996e-09,3e-05,ZI,843.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,9.86e-09,1.091874618962714e-06,-7.43094234941188e-09,-1.8252145026095178e-09,6.218463461272483e-09,-5.022415264603063e-08,2.05584904548081e-08,-1.090525133362904e-06,4.215313775131993e-11,4.643021739409388e-09,3e-05,IZ,853.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,1.014e-08,1.0887334790858845e-06,-8.818954204532217e-09,-4.7286817553388305e-09,1.6386627459880819e-09,-2.3534085317585263e-09,3.699254032427713e-08,-1.0881022938635382e-06,4.3350184259471004e-11,4.6473077413996384e-09,3e-05,ZI,873.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,8.098000000000001e-07,1.1527380056674589e-08,-6.546617613752315e-07,1.1661302078574185e-07,4.6216384711085277e-07,-1.0275513457944943e-09,-1.028246382679328e-08,-5.108382019139005e-09,3.4620295082169253e-09,6.16307945053781e-09,3e-05,P,373.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,7.243000000000001e-07,8.902742851968336e-08,-5.821478869824751e-07,1.0264837923743246e-07,4.1854227734097294e-07,7.246629701792836e-10,-6.19882839717102e-09,-8.880840286205697e-08,3.096502806620794e-09,2.3923829498619304e-09,3e-05,P,573.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,3.217000000000001e-07,6.480067036509998e-07,-2.6203418666895445e-07,4.431976525726131e-08,1.8128632994321677e-07,-2.3317538804639338e-08,1.557277355049414e-08,-6.473997753202219e-07,1.3753209345435726e-09,2.4766037220425595e-09,3e-05,P,673.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,1.7769999999999998e-07,8.760010695510125e-07,-1.494430854062684e-07,1.3337440051493433e-08,9.52164214677677e-08,-1.0376623935539944e-08,1.9209224392544607e-08,-8.757289564862265e-07,7.596970160658773e-10,3.520171767184263e-09,3e-05,P,733.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,1.0460000000000001e-07,9.715298212887866e-07,-8.51370543738995e-08,1.593296665219899e-08,5.864283883131509e-08,-2.018299074002344e-08,2.4906845456687392e-08,-9.710007670375994e-07,4.471823741164366e-10,4.003265536545231e-09,3e-05,P,783.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,6.580000000000002e-08,1.0210992305870834e-06,-5.327839827303437e-08,6.7306269384366265e-09,3.802303168443466e-08,-1.7850243712714366e-08,-1.3203858489942153e-09,-1.0209423412152815e-06,2.8130592941550224e-10,4.313642595444403e-09,3e-05,P,818.0,1,,,
NA93-49Bc,NA93-49Bc,NA93-49B,2.456e-08,1.0826741869446605e-06,-2.085946037715716e-08,2.6721585026103053e-09,1.2686058556964723e-08,1.0417028562816072e-08,-7.011091134950592e-10,-1.0826238446654563e-06,1.0499807942925126e-10,4.62145455468325e-09,3e-05,P,843.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,9.113e-07,0.0,1.4983286242110843e-07,8.585035918621386e-07,-2.6643833451383e-07,0.0,0.0,0.0,1.3635856035975909e-08,0.0,3e-05,ZI,273.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,9.015e-07,5.6533520859027165e-09,1.2424981615560936e-07,8.517015308003634e-07,-2.680834489811241e-07,2.8757282830264472e-09,-1.0846510802880204e-09,-4.744903443002016e-09,3.8540622396364015e-09,5.452886024965977e-09,3e-05,ZI,373.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,8.503e-07,1.6931614843034017e-08,1.208579826298812e-07,7.991361692411341e-07,-2.641681681150113e-07,-1.2093462867989121e-08,5.303568128778335e-09,-1.0597164816913291e-08,3.6351737352887768e-09,5.16120583259659e-09,3e-05,IZ,473.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,7.646e-07,3.344295653414301e-08,9.868935306586412e-08,7.204498472336997e-07,-2.3627439389908477e-07,-2.5554847092723367e-09,-9.42842239377699e-09,-3.198446014566728e-08,3.2687920004725373e-09,4.627004113702024e-09,3e-05,ZI,573.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,6.361999999999999e-07,8.685588753339886e-08,8.678355537002415e-08,5.948796484686851e-07,-2.081760273305059e-07,1.623419705315626e-09,1.862225680880779e-08,-8.482052380775326e-08,2.7198606731632595e-09,3.998589616385426e-09,3e-05,IZ,623.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,3.277000000000001e-07,3.2046625372018926e-07,4.136317372501729e-08,3.0592863077943987e-07,-1.099274794071586e-07,-1.5109961375440818e-08,-3.3278595899901736e-08,-3.183753192312753e-07,1.40097193114681e-09,2.5858848498227373e-09,3e-05,ZI,673.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.977e-07,5.429608423217665e-07,1.881562028171882e-08,1.8207499381759368e-07,-7.469912355401095e-08,-1.4211571013152864e-08,-6.253445723471263e-09,-5.427387971765828e-07,8.452003380766684e-10,2.8718467340760113e-09,3e-05,IZ,703.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.6100000000000005e-07,7.776296504374394e-07,2.4224410578126606e-08,1.4792965842261614e-07,-5.874516227835678e-08,-2.5629016637298983e-08,1.302225386137851e-08,-7.770980939688561e-07,6.883017421868672e-10,3.703543698564694e-09,3e-05,ZI,733.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.228e-07,8.741277229409814e-07,9.980196995971696e-09,1.1182591458946265e-07,-4.975138685656711e-08,4.3292833759926176e-09,-3.0672818707765346e-08,-8.735786807792164e-07,5.249903971462562e-10,3.997700574176277e-09,3e-05,IZ,763.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.048e-07,9.918501844513747e-07,1.4635393359229606e-08,9.453888962879187e-08,-4.279303224796914e-08,-2.0331964496133834e-08,3.593404012082563e-08,-9.909904865217167e-07,4.480374073365445e-10,4.4771972492856065e-09,3e-05,ZI,783.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,7.307e-08,1.0352679865964963e-06,2.8036763059312444e-09,6.421474478474087e-08,-3.475386095676501e-08,8.636314344212583e-09,-3.2612119495682234e-08,-1.0347181586345677e-06,3.123863869664247e-10,4.585081710241388e-09,3e-05,IZ,803.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,5.556e-08,1.0779996861242475e-06,1.8955593051700035e-09,5.169471930140086e-08,-2.0272554137798148e-08,-3.5753570716967186e-08,-2.99582622906377e-08,-1.0769900222311663e-06,2.3752822854597725e-10,4.700138130441305e-09,3e-05,ZI,818.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,2.927e-08,1.124452802323269e-06,-1.3609062263623663e-09,2.4341591162682927e-08,-1.619777064635268e-08,-2.6199172702703574e-10,-4.2174237533331315e-08,-1.1236615903827405e-06,1.2513411176279252e-10,4.875295526551703e-09,3e-05,IZ,833.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.7169999999999998e-08,1.113086875867454e-06,-9.573103244460683e-11,1.371223754181228e-08,-1.0333163947520667e-08,-1.4622393045647206e-08,4.121654930972975e-08,-1.1122273935275045e-06,7.3404601946264e-11,4.805847321338252e-09,3e-05,ZI,843.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.3e-08,1.1090844502235333e-06,-1.5362992043605406e-09,8.053562464776064e-09,-1.0088603291865098e-08,-4.6367616797024285e-09,-2.862944595739153e-08,-1.1087051785722548e-06,5.557715930701411e-11,4.7842336898702305e-09,3e-05,IZ,853.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,9.375e-09,1.111611947246833e-06,-3.324793128663259e-09,8.187978095105844e-09,-3.129439305316602e-09,-3.3640584854656286e-08,1.7028093093055534e-08,-1.1109723112472905e-06,4.0079682192558247e-11,4.7669786955454815e-09,3e-05,ZI,873.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,9.015e-07,1.8922039038870456e-08,1.2424981615560936e-07,8.517015308003634e-07,-2.680834489811241e-07,-1.7436688641388702e-08,3.933975712645111e-09,-6.207196283679295e-09,3.8540622396364015e-09,1.1494639094520677e-08,3e-05,P,373.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,7.646e-07,1.0132219428268872e-07,9.868935306586412e-08,7.204498472336997e-07,-2.3627439389908477e-07,-2.99561086268884e-09,-2.21809777229788e-09,-1.0125360937808976e-07,3.2687920004725373e-09,4.769802818371971e-09,3e-05,P,573.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,3.277000000000001e-07,7.007877629482753e-07,4.136317372501729e-08,3.0592863077943987e-07,-1.099274794071586e-07,-1.3866194184586221e-08,2.1425682601948282e-08,-7.003228951576009e-07,1.40097193114681e-09,4.987836289499488e-09,3e-05,P,673.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.6100000000000005e-07,9.254549487850633e-07,2.4224410578126606e-08,1.4792965842261614e-07,-5.874516227835678e-08,-2.7346598822043656e-08,-4.199706367859906e-08,-9.240970037858612e-07,6.883017421868672e-10,4.1400708517624965e-09,3e-05,P,733.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.048e-07,1.0220405671580991e-06,1.4635393359229606e-08,9.453888962879187e-08,-4.279303224796914e-08,2.1536108740016376e-08,-1.2697874936548071e-08,-1.0217347409720797e-06,4.480374073365445e-10,4.458998242862747e-09,3e-05,P,783.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,5.556e-08,1.0527086135362747e-06,1.8955593051700035e-09,5.169471930140086e-08,-2.0272554137798148e-08,4.993090421368814e-08,-8.825856088574493e-09,-1.0514867731370533e-06,2.3752822854597725e-10,2.272250782436769e-09,3e-05,P,818.0,1,,,
NA93-49Bd,NA93-49Bd,NA93-49B,1.7169999999999998e-08,1.1075015001812004e-06,-9.573103244460683e-11,1.371223754181228e-08,-1.0333163947520667e-08,-5.493143493460567e-09,4.339907588463596e-08,-1.1066372117774322e-06,7.3404601946264e-11,4.749709537699437e-09,3e-05,P,843.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.981e-06,0.0,-1.7864530497000323e-06,-7.487456702927017e-08,8.528424827772327e-07,0.0,0.0,0.0,1.6938208090337684e-08,0.0,3e-05,ZI,273.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.976e-06,1.7267824267100745e-08,-1.7809600362077633e-06,-1.4016459463598502e-07,8.444591380530921e-07,1.0298931161595531e-10,1.2511174248677936e-08,-1.1901162423914077e-08,8.447728214666144e-09,1.1928767608427984e-08,3e-05,ZI,373.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.897e-06,1.9313646464964714e-08,-1.7152363781196374e-06,-1.5308076854221414e-07,7.95700600400398e-07,9.56122548403374e-10,-5.948202561808116e-09,-1.834997699534738e-08,8.10999009272352e-09,1.1445099539257722e-08,3e-05,IZ,473.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.725e-06,1.0626004796740463e-07,-1.556464997485639e-06,-9.79244774087617e-08,7.371923143429069e-07,1.7670428843960447e-08,-5.295564922805101e-08,-9.041378740734889e-08,7.374661523430718e-09,1.0282286412415132e-08,3e-05,ZI,573.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.402e-06,1.76323014287988e-07,-1.2672311753197429e-06,-9.305964040814721e-08,5.925108029604607e-07,-4.1764822274595376e-08,3.8212459133133964e-09,-1.7126267272130104e-07,5.993782872956445e-09,8.404250222441136e-09,3e-05,IZ,623.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,6.422e-07,7.081936092330351e-07,-5.755112184696767e-07,-3.721664103987492e-08,2.825289348814687e-07,5.534711882220388e-08,3.267723771275243e-08,-7.052709286026598e-07,2.7455116697664966e-09,3.96859533468185e-09,3e-05,ZI,673.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,3.9e-07,1.0855756465658339e-06,-3.5120001076229075e-07,-1.902031269022936e-08,1.6851344203277312e-07,2.480613052223371e-08,1.845064732494246e-08,-1.085135343594813e-06,1.6673147792104233e-09,4.481444776632705e-09,3e-05,IZ,703.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,3.391e-07,1.6250676545712726e-06,-3.019012378327505e-07,-2.164054981037448e-08,1.5289257404778598e-07,4.6664485066760516e-08,4.8917489872435116e-08,-1.6236607979968633e-06,1.4497088246929603e-09,6.545386541212155e-09,3e-05,ZI,733.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,2.646000000000001e-07,1.8553135525389722e-06,-2.3541533121886506e-07,-1.2749638595220414e-08,1.201258862310841e-07,3.64064997964239e-08,3.85963730163927e-08,-1.8545547349693764e-06,1.1312089502027644e-09,7.549668759285318e-09,3e-05,IZ,763.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,2.249e-07,2.1457194050568635e-06,-1.9927567761366535e-07,-1.2537362948809327e-08,1.0349893159788824e-07,-6.110529989025285e-08,-1.161745001886968e-08,-2.1448176944481696e-06,9.61484856011344e-10,8.8506718581467e-09,3e-05,ZI,783.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.702e-07,2.2292656697198428e-06,-1.4943541743069361e-07,-1.1236105478333462e-08,8.068981317981919e-08,1.5348606768223272e-08,-4.7623889258502357e-08,-2.2287040655128774e-06,7.276332703118308e-10,9.233148429990168e-09,3e-05,IZ,803.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.1710000000000001e-07,2.375232438189905e-06,-1.0249753772981028e-07,-1.023061435358894e-08,5.569559488212923e-08,9.352022698737869e-09,1.060142494027605e-07,-2.372846951243289e-06,5.00621950373181e-10,9.935281280341692e-09,3e-05,ZI,818.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,3.911e-08,2.480497306681341e-06,-3.5764079137966305e-08,-4.962676081340702e-09,1.5029790069224924e-08,5.342262816295732e-08,-1.9431652634508337e-08,-2.479845826282239e-06,1.6720174619210165e-10,1.0539610776330373e-08,3e-05,IZ,833.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,2.6889999999999998e-08,2.490007296882337e-06,-2.6192539988833942e-08,-2.2915503179723956e-09,5.636643156483768e-09,-5.282341487879766e-08,7.649247089553341e-08,-2.4882714737874003e-06,1.149592164435084e-10,1.062440972419588e-08,3e-05,ZI,843.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,6.283999999999999e-09,2.503397779752278e-06,-4.875404227781209e-09,-3.933955283708653e-09,-4.930369575537776e-10,-1.670433441301361e-08,-4.385986793263038e-08,-2.5029577944634596e-06,2.686514377579051e-11,1.0705049625874363e-08,3e-05,IZ,853.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,3.275e-09,2.4946940301040527e-06,-9.202583882921199e-10,3.086945386863119e-09,5.91200200695584e-10,2.6812238043945984e-08,-7.702283313073758e-08,-2.4933605617528303e-06,1.4001168979267015e-11,1.0662273447570136e-08,3e-05,ZI,873.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.976e-06,5.7962971788586173e-08,-1.7809600362077633e-06,-1.4016459463598502e-07,8.444591380530921e-07,3.5195723275701676e-09,-5.7080082787045675e-08,-9.443667625422418e-09,8.447728214666144e-09,1.4723672050258198e-08,3e-05,P,373.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.725e-06,2.2880978629458492e-07,-1.556464997485639e-06,-9.79244774087617e-08,7.371923143429069e-07,-6.785967821545236e-09,1.077468053751505e-08,-2.2845519299025153e-07,7.374661523430718e-09,5.005364470511701e-09,3e-05,P,573.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,6.422e-07,1.4794078638266334e-06,-5.755112184696767e-07,-3.721664103987492e-08,2.825289348814687e-07,-1.1287235737747196e-09,6.368943175139873e-08,-1.4780358621557058e-06,2.7455116697664966e-09,5.814225896733783e-09,3e-05,P,673.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,3.391e-07,2.008310683211435e-06,-3.019012378327505e-07,-2.164054981037448e-08,1.5289257404778598e-07,8.155544252638157e-09,7.169892695072448e-08,-2.007013839332763e-06,1.4497088246929603e-09,4.091333958216346e-09,3e-05,P,733.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,2.249e-07,2.206963656878516e-06,-1.9927567761366535e-07,-1.2537362948809327e-08,1.0349893159788824e-07,-7.015018761419016e-08,2.1092688545705223e-08,-2.2057476357122543e-06,9.61484856011344e-10,4.610766639431901e-09,3e-05,P,783.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,1.1710000000000001e-07,2.370971582800349e-06,-1.0249753772981028e-07,-1.023061435358894e-08,5.569559488212923e-08,-4.513813146792526e-08,-1.856699773366416e-08,-2.3704691649818047e-06,5.00621950373181e-10,5.057521496938284e-09,3e-05,P,818.0,1,,,
NA93-49Be,NA93-49Be,NA93-49B,2.6889999999999998e-08,2.4954815649790313e-06,-2.6192539988833942e-08,-2.2915503179723956e-09,5.636643156483768e-09,-1.2400867690573829e-08,8.296229409646994e-08,-2.494071313613339e-06,1.149592164435084e-10,5.333269710423084e-09,3e-05,P,843.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,6.54e-07,0.0,1.2184453685061865e-07,2.281945397112866e-07,-6.00663933398379e-07,0.0,0.0,0.0,4.193937944629294e-09,0.0,3e-05,ZI,273.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,6.473e-07,4.1796252636949095e-09,1.2502409871927852e-07,2.2462397158072961e-07,-5.94062569205241e-07,1.755550573551647e-09,-5.417000742800282e-10,-3.754180410974443e-09,1.3836575084396243e-09,1.962236156882887e-09,3e-05,ZI,373.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,6.235e-07,1.3321866021835269e-08,1.2008595236968363e-07,2.1311823235315912e-07,-5.735087035801034e-07,6.030614351227605e-10,1.9470608202914935e-09,-1.3165006090818285e-08,1.3327830318432037e-09,1.9044380007523082e-09,3e-05,IZ,473.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,5.678e-07,2.2608902169411754e-08,1.0778994694563557e-07,1.9286740076582093e-07,-5.230490732802164e-07,-8.526995215988469e-09,1.9471111062351285e-09,-2.0848538755330482e-08,1.2137196559431772e-09,1.7444920960317918e-09,3e-05,ZI,573.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,4.889e-07,7.278326272616015e-08,8.975326615076544e-08,1.6326058504966265e-07,-4.5201055583305985e-07,4.792389069196759e-10,1.552457365565716e-09,-7.276512584517014e-08,1.0450643532768922e-09,1.5848675163800945e-09,3e-05,IZ,623.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,2.6190000000000004e-07,2.2123789239138234e-07,4.2463968148839225e-08,8.370105368346703e-08,-2.445047136996172e-07,4.3208295113956137e-10,-3.0253151208874633e-09,-2.2121678463110238e-07,5.598330008656538e-10,1.1587135024404904e-09,3e-05,ZI,673.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,1.847e-07,4.429068471156881e-07,2.7435102940855233e-08,5.247851174999277e-08,-1.7494973829969152e-07,-1.4808776260816637e-08,5.834133525174809e-08,-4.387977483632519e-07,3.9481158938482713e-10,1.3906460991087507e-09,3e-05,IZ,703.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,1.501e-07,6.59902629214385e-07,1.9472839055125083e-08,4.373671261012917e-08,-1.4226003834243883e-07,1.620224127513621e-08,-8.061632279869936e-09,-6.596544379496773e-07,3.2085121584549296e-10,1.7472597315152955e-09,3e-05,ZI,733.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,1.152e-07,7.720729674299499e-07,2.260506234892184e-08,3.180841277866204e-08,-1.0838946458352679e-07,-2.2894603465027894e-08,-1.3377168894698853e-08,-7.716174930110322e-07,2.462495673910779e-10,1.897546668841013e-09,3e-05,IZ,763.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,9.978e-08,9.034760458366001e-07,2.005128195914218e-08,3.135331576921032e-08,-9.257950141403423e-08,1.6732089207855853e-08,-1.16302451983423e-08,-9.032462233454979e-07,2.1328803675591797e-10,2.14117858155747e-09,3e-05,ZI,783.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,8.422000000000002e-08,9.462583302165425e-07,1.3093650454140264e-08,2.795195061720842e-08,-7.835976757544614e-08,1.2653019245724424e-08,-8.620804197775348e-09,-9.461344567994287e-07,1.8002724449372036e-10,2.198406231502986e-09,3e-05,IZ,803.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,5.5770000000000016e-08,9.852008034221703e-07,8.643380757066339e-09,1.812122460070933e-08,-5.203081863721754e-08,2.0756491046935613e-08,-3.214424411568088e-08,-9.84457484462046e-07,1.192130067135453e-10,2.219876954348794e-09,3e-05,ZI,818.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,3.2739999999999994e-08,1.0236747497136342e-06,-5.117166705789354e-11,1.4659543224343242e-08,-2.9274609714120908e-08,-9.865408164099722e-10,-3.6816918283870466e-09,-1.0236676536277631e-06,6.998446906583237e-11,2.2519626717942357e-09,3e-05,IZ,833.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,2.843e-08,1.0006420839581237e-06,3.022542437432956e-09,7.33323762586281e-09,-2.7301149483795493e-08,-3.5703616758855636e-09,5.213885774472449e-09,-1.000622130527149e-06,6.077148611916965e-11,2.198275552291679e-09,3e-05,ZI,843.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,1.3400000000000001e-08,1.0039009888672565e-06,2.597264183624455e-09,5.189845959621774e-10,-1.3135633739931074e-08,-1.798096468219167e-08,2.1208194767310894e-08,-1.0035158657602107e-06,2.8643612873614963e-11,2.1741106581692385e-09,3e-05,IZ,853.0,1,,,
NA93-49Bf,NA93-49Bf,NA93-49B,9.149e-09,9.931785150908809e-07,4.570353512945729e-11,2.1818639795899646e-09,-8.88490752689326e-09,-4.1604818915273094e-08,-2.455914205679348e-08,-9.920027471850008e-07,1.9556747326918155e-11,2.1419474982825858e-09,3e-05,ZI,873.0,1,,,
