specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,correction,s_tensor,aniso_type,NLT_beta
NA92-28Cb,NA92-28Cb,NA92-28C,5.88e-08,3.8680237184009074e-07,-5.6456668783882856e-08,1.6402178523336386e-08,1.0262014985122705e-09,1.654080953949182e-08,6.365425623920684e-09,-3.863961151946593e-07,2.513797667117253e-10,1.6781268602972887e-09,3e-05,IZ,833.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,4.558e-08,3.983616313052924e-07,-4.389823179099034e-08,1.2091587562552726e-08,2.0676449989313873e-09,8.847421983340285e-09,-7.477060908915539e-09,-3.981931767127945e-07,1.9486207086259256e-10,1.7113636022300604e-09,3e-05,ZI,843.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,1.72e-08,4.174751594156609e-07,-1.6564928049474516e-08,3.6117384012884265e-09,-2.898017328518044e-09,9.62603122172889e-09,7.623293015050469e-09,-4.172945406492355e-07,7.35328569292802e-11,1.7987834398784182e-09,3e-05,IZ,853.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,2.8770000000000003e-09,4.331001684245768e-07,-2.659493484076677e-09,1.0907377686443224e-09,1.2047625577890733e-10,1.2527053733824978e-08,-4.898312381142203e-09,-4.328912511820531e-07,1.2299652871252277e-11,1.8507602754601705e-09,3e-05,ZI,873.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,6.701e-07,2.014386484091374e-08,-6.466417943574795e-07,1.7568868709353145e-07,-4.678142525664037e-09,3.5721526780464286e-10,-9.304760774904659e-11,-2.0140482370691626e-08,2.8647888039715506e-09,3.947688377238218e-09,3e-05,P,373.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,4.617e-07,1.2426222877630354e-07,-4.4678860200588397e-07,1.1637971367148388e-07,1.6116337584087973e-09,-1.775640718928655e-09,-1.1060319474021561e-08,-1.2375628442072856e-07,1.973844188619109e-09,4.447241536086263e-09,3e-05,P,573.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,3.997e-07,1.7195816290853513e-07,-3.8476679288245426e-07,1.081530678300527e-07,4.185572111263443e-09,4.823949009022727e-10,1.8337140343748381e-09,-1.719477088503305e-07,1.708783890385657e-09,3.4297520041578514e-09,3e-05,P,673.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,2.715e-07,2.3034427863414108e-07,-2.6111117475428793e-07,7.437947472702132e-08,9.477118592332433e-10,2.2043170738905275e-09,8.594941115255586e-09,-2.3017331442403542e-07,1.160707596296487e-09,2.5112325674569295e-09,3e-05,P,733.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,1.813e-07,2.757292297761454e-07,-1.7503912157367786e-07,4.722917967883428e-08,-6.328551015800626e-10,9.651495049935223e-09,-5.66274682865136e-11,-2.755602540091319e-07,7.750876140278198e-10,1.217994822043717e-09,3e-05,P,783.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,8.493999999999999e-08,3.704635730151706e-07,-8.188577354053178e-08,2.2555099841081003e-08,8.894733428339175e-10,1.1664594927892068e-08,5.555813144663969e-09,-3.702382058845851e-07,3.631326085798291e-10,1.5818114571996324e-09,3e-05,P,818.0,1,,,
NA92-28Cb,NA92-28Cb,NA92-28C,4.558e-08,4.054956972223091e-07,-4.389823179099034e-08,1.2091587562552726e-08,2.0676449989313873e-09,-2.076866067278723e-09,3.5731266462450235e-10,-4.0549022111612617e-07,1.9486207086259256e-10,1.7331523371587322e-09,3e-05,P,843.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,6.742e-07,0.0,3.62842750780708e-07,-4.0724577584722414e-07,-3.962848170955854e-07,0.0,0.0,0.0,8.646950954951286e-09,0.0,3e-05,ZI,273.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,6.572e-07,1.9986704237140102e-08,3.7707558797129005e-07,-3.823776579730652e-07,-3.7883131818678816e-07,-3.0305321927337855e-09,-2.2613136692142267e-09,-1.962576575273289e-08,2.8096391612745904e-09,4.007125592345109e-09,3e-05,ZI,373.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,5.606e-07,6.384141156492237e-08,3.17064856287652e-07,-3.3063217501152123e-07,-3.231479564447861e-07,4.315215001698218e-09,2.4496514764078053e-09,-6.364828322692652e-08,2.3966581159624696e-09,3.512075908714858e-09,3e-05,IZ,473.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,4.917e-07,9.488749212911586e-08,2.8081441322194614e-07,-2.9079183744063656e-07,-2.799147416709461e-07,-8.92012034697803e-09,-7.790946727662822e-10,-9.446407056145378e-08,2.102099171635295e-09,3.1441180026892186e-09,3e-05,ZI,573.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,4.515e-07,1.1850518272615649e-07,2.559667186179182e-07,-2.7067721568915643e-07,-2.5508260204635943e-07,-1.0242543205461592e-08,-8.042150645655658e-09,-1.177874885318325e-07,1.9302374943936053e-09,2.964849143534853e-09,3e-05,IZ,623.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,4.225e-07,1.2935054979997236e-07,2.414230155033235e-07,-2.526347547381726e-07,-2.3748022714252516e-07,-1.4504263991830442e-08,-3.850236255485621e-09,-1.2847710589979588e-07,1.8062576774779583e-09,2.8024608592125617e-09,3e-05,ZI,673.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,3.773e-07,1.5801511460986067e-07,2.0781145871855976e-07,-2.3079800677774292e-07,-2.1424744500853513e-07,5.973756793121053e-09,-5.802779321385482e-09,-1.5779549558555638e-07,1.6130201697335711e-09,2.6438896757267766e-09,3e-05,IZ,703.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,3.229e-07,1.7371889176494095e-07,1.8002920811254084e-07,-2.0064583129299847e-07,-1.7775023097344504e-07,-8.838022976305092e-09,-1.2158853922865716e-09,-1.734896663453544e-07,1.3804511338642197e-09,2.3325662375071532e-09,3e-05,ZI,733.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,2.09e-07,2.2675189189583376e-07,1.158439724194336e-07,-1.3047820634307737e-07,-1.1505047467776405e-07,-1.0927901857165065e-08,-1.552795560705283e-08,-2.2595549126765087e-07,8.935097150127653e-10,1.8747042074294433e-09,3e-05,IZ,763.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,7.784e-08,2.691006801720559e-07,4.255184749592873e-08,-4.759165151925506e-08,-4.453583478899898e-08,-2.0530192398253234e-08,-6.6411451029638275e-09,-2.6823419331038917e-07,3.3277892926599834e-10,1.4004696728254097e-09,3e-05,ZI,783.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,1.599e-08,3.0032757418338875e-07,4.147689100866454e-09,-8.97642164932179e-09,-1.2565851721874674e-08,-7.543970857622474e-09,-1.6477526169945727e-08,-2.99780305306898e-07,6.835990594762735e-11,1.341579819887105e-09,3e-05,IZ,803.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,1.2549999999999998e-08,3.367171042163337e-07,6.441730885762084e-09,-7.0793698080690316e-09,-8.117211732856266e-09,-1.6356842438746892e-08,-1.746139244687949e-08,-3.3586598778543116e-07,5.36533345617713e-11,1.475907850685935e-09,3e-05,ZI,818.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,1.194e-08,3.623050169112787e-07,7.413273733684889e-09,-4.668387619787798e-09,-8.112529172882507e-09,-3.760479832024672e-08,-3.2218447344308806e-08,-3.5890496802509927e-07,5.104548324044219e-11,1.583062162898722e-09,3e-05,IZ,833.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,9.838e-09,3.9210206195222473e-07,4.071149328314139e-09,-7.374874285823848e-09,-5.081654889390023e-09,-1.7701862302002174e-08,-3.4083174750249484e-08,-3.90216617095135e-07,4.205908409710806e-11,1.7007536914356758e-09,3e-05,ZI,843.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,1.257e-08,3.9735513547950433e-07,6.5309377523167095e-09,-5.577947792217885e-09,-9.178139817122856e-09,-2.4382774816403456e-08,-3.838582534542351e-08,-3.947443633501794e-07,5.37388378837821e-11,1.739540316121291e-09,3e-05,IZ,853.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,7.166e-09,4.20812697569849e-07,5.310189700018475e-09,-2.6900260554323776e-10,-4.804277151458755e-09,-3.5266772908133623e-08,-3.053602791438258e-08,-4.1821900024254203e-07,3.063584027646639e-11,1.8180587642899587e-09,3e-05,ZI,873.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,6.572e-07,1.7458685309698774e-08,3.7707558797129005e-07,-3.823776579730652e-07,-3.7883131818678816e-07,-2.4891033232561927e-09,-2.501842493267821e-09,-1.709827013262237e-08,2.8096391612745904e-09,5.362127081601726e-09,3e-05,P,373.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,4.917e-07,1.0719016582674456e-07,2.8081441322194614e-07,-2.9079183744063656e-07,-2.799147416709461e-07,-5.81704169568554e-09,-3.5848169347872766e-09,-1.0697215882377861e-07,2.102099171635295e-09,5.233872098585539e-09,3e-05,P,573.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,4.225e-07,1.5391908003261624e-07,2.414230155033235e-07,-2.526347547381726e-07,-2.3748022714252516e-07,-3.184900609179424e-09,-6.4122494167849164e-09,-1.5375247205691853e-07,1.8062576774779583e-09,3.668092514262931e-09,3e-05,P,673.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,3.229e-07,1.9017390670211704e-07,1.8002920811254084e-07,-2.0064583129299847e-07,-1.7775023097344504e-07,-2.8225776150092717e-09,-1.358605920830731e-08,-1.8966698932903727e-07,1.3804511338642197e-09,1.573047366693526e-09,3e-05,P,733.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,7.784e-08,2.8772232664465815e-07,4.255184749592873e-08,-4.759165151925506e-08,-4.453583478899898e-08,-1.8015122281043678e-08,-2.7112742177046532e-08,-2.858749583833033e-07,3.3277892926599834e-10,1.266304198979814e-09,3e-05,P,783.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,1.2549999999999998e-08,3.732756958265936e-07,6.441730885762084e-09,-7.0793698080690316e-09,-8.117211732856266e-09,-1.7763641590544523e-08,-2.3378966861544517e-08,-3.7211909658166846e-07,5.36533345617713e-11,1.6190054022743264e-09,3e-05,P,818.0,1,,,
NA92-28Cc,NA92-28Cc,NA92-28C,9.838e-09,4.117494326514464e-07,4.071149328314139e-09,-7.374874285823848e-09,-5.081654889390023e-09,-2.955113240767769e-08,-4.346281567187254e-08,-4.0838132855957644e-07,4.205908409710806e-11,1.7793241310445593e-09,3e-05,P,843.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,6.327e-07,0.0,-5.140962361956218e-07,1.1585659052372828e-07,-3.5013083320626383e-07,0.0,0.0,0.0,5.409795183622742e-09,0.0,3e-05,ZI,273.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,6.174e-07,1.5260386856528256e-08,-5.057162261422277e-07,1.1118892353488916e-07,-3.3626014021827774e-07,3.409631020311678e-09,4.777691471348314e-09,-1.4086429196955283e-08,2.6394875504731163e-09,3.750677192853491e-09,3e-05,ZI,373.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,5.277e-07,6.160674436365187e-08,-4.317518169199762e-07,9.49267934781738e-08,-2.881780048273143e-07,-1.6119590980007363e-09,-1.3824967224689274e-08,-6.00138552351954e-08,2.256005151254719e-09,3.2951701555334503e-09,3e-05,IZ,473.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,4.644e-07,8.645442011473152e-08,-3.8288808550036475e-07,6.889244032718074e-08,-2.5360975069510086e-07,-7.836039609554804e-11,3.4698208462453033e-09,-8.638472642960548e-08,1.9853871370905655e-09,2.9716654655585586e-09,3e-05,ZI,573.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,4.37e-07,1.0045083813839606e-07,-3.5971791818378255e-07,6.7969406258149e-08,-2.386465569633055e-07,-1.109976713858555e-09,1.5150942066599935e-09,-1.0043327797072981e-07,1.868247585935782e-09,2.8389452863969575e-09,3e-05,IZ,623.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,4.138e-07,1.0934500236418863e-07,-3.4120215962034613e-07,6.755984689750666e-08,-2.241588574149977e-07,4.5270078538820184e-10,-5.020618301735308e-09,-1.0922874162001321e-07,1.7690637324032645e-09,2.7119487768851235e-09,3e-05,ZI,673.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,3.7e-07,1.3387571342060034e-07,-3.0225527009661777e-07,6.369517572250862e-08,-2.0367787383144833e-07,-1.4335705055491139e-08,-6.731468337130027e-09,-1.329356293040466e-07,1.5818114571996324e-09,2.5424961657162073e-09,3e-05,IZ,703.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,3.176000000000001e-07,1.5534258478532534e-07,-2.6141959927324737e-07,4.60953286378685e-08,-1.7436964699620668e-07,3.860773240417193e-09,3.0366450993311797e-09,-1.5526490867003008e-07,1.3577927535313604e-09,2.255243116175852e-09,3e-05,ZI,733.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,2.794000000000001e-07,1.7578676109841447e-07,-2.287843006753861e-07,4.405691209414264e-08,-1.542111936961891e-07,-3.952431085365479e-09,1.182525773214603e-09,-1.7573834327995176e-07,1.1944814084907497e-09,2.1080689715589074e-09,3e-05,IZ,763.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,2.532e-07,1.8739698979433356e-07,-2.08590060914198e-07,3.979068220077565e-08,-1.3790260366580488e-07,7.221943256677023e-10,2.12283185927621e-09,-1.8738357399791148e-07,1.0824720566566133e-09,1.9817925686504785e-09,3e-05,ZI,783.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,2.145e-07,2.1826331138358805e-07,-1.7750179071177756e-07,2.3683795451549757e-08,-1.1807811874823153e-07,-7.008596690438256e-10,3.903432367829002e-09,-2.1822727855976944e-07,9.170231285657327e-10,1.8714722598905504e-09,3e-05,IZ,803.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,1.757e-07,2.498475873043062e-07,-1.4424043514151611e-07,3.013339686359e-08,-9.569307845214026e-08,1.3126881854972375e-09,-5.34483396482112e-10,-2.4984356717556175e-07,7.511466838647983e-10,1.7708195225067204e-09,3e-05,ZI,818.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,1.371e-07,2.798873646395647e-07,-1.110446713734553e-07,2.1584897549668616e-08,-7.745697616955898e-08,-4.9460018945256615e-09,-3.0062017909227764e-09,-2.7982751240886276e-07,5.861252723839719e-10,1.7113891994171451e-09,3e-05,IZ,833.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,9.827e-08,3.04254157172132e-07,-8.14199181871047e-08,1.5973952867422816e-08,-5.2655699142586004e-08,3.2188015250236468e-09,-2.058418239969351e-10,-3.0423706069841393e-07,4.201205727000213e-10,1.6188913386986943e-09,3e-05,ZI,843.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,2.26e-08,3.8119661043738604e-07,-1.5428098948089913e-08,3.0548458544703293e-09,-1.6229654329448068e-08,-1.6774218967121167e-09,-1.2265219874663411e-08,-3.809955464912403e-07,9.661875387219376e-11,1.7029766105195942e-09,3e-05,IZ,853.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,7.342999999999999e-09,4.072760601746425e-07,-5.747222840129065e-09,1.0859490293093126e-09,-4.439571300434418e-09,-3.5176077606399617e-09,-2.2892404324262604e-09,-4.0725443521865276e-07,3.139254467626189e-11,1.7607932655915944e-09,3e-05,ZI,873.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,6.174e-07,1.6364094696227625e-08,-5.057162261422277e-07,1.1118892353488916e-07,-3.3626014021827774e-07,5.035298934439318e-10,-7.79376815627441e-10,-1.633776681963529e-08,2.6394875504731163e-09,4.044307131110411e-09,3e-05,P,373.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,4.644e-07,9.4624462796003e-08,-3.8288808550036475e-07,6.889244032718074e-08,-2.5360975069510086e-07,2.023938416563275e-09,-2.2444164605859685e-09,-9.457618742299547e-08,1.9853871370905655e-09,4.018656134507174e-09,3e-05,P,573.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,4.138e-07,1.2870900176776665e-07,-3.4120215962034613e-07,6.755984689750666e-08,-2.241588574149977e-07,3.4777124952470363e-09,1.0145097821843564e-08,-1.282614113521311e-07,1.7690637324032645e-09,3.4338134119533645e-09,3e-05,P,673.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,3.176000000000001e-07,1.6792289669854016e-07,-2.6141959927324737e-07,4.60953286378685e-08,-1.7436964699620668e-07,-2.2144922813360917e-10,-4.847619287327158e-09,-1.6785276519352634e-07,1.3577927535313604e-09,2.3849014091859854e-09,3e-05,P,733.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,2.532e-07,1.959552881894558e-07,-2.08590060914198e-07,3.979068220077565e-08,-1.3790260366580488e-07,5.180524448591824e-09,-3.60630017931192e-09,-1.9585359770723365e-07,1.0824720566566133e-09,1.385581333184867e-09,3e-05,P,783.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,1.757e-07,2.593482754828785e-07,-1.4424043514151611e-07,3.013339686359e-08,-9.569307845214026e-08,-4.279548076015532e-09,-3.9972029822121565e-10,-2.593126562431755e-07,7.511466838647983e-10,1.384726299964759e-09,3e-05,P,818.0,1,,,
NA92-28Cd,NA92-28Cd,NA92-28C,9.827e-08,3.399518450837549e-07,-8.14199181871047e-08,1.5973952867422816e-08,-5.2655699142586004e-08,-6.818387619469747e-09,-1.5643348858877924e-08,-3.395232719602581e-07,4.201205727000213e-10,1.4727947216358741e-09,3e-05,P,843.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,7.763e-07,0.0,-6.154252425310215e-07,6.794357931922468e-08,-4.682703608866628e-07,0.0,0.0,0.0,8.297028609622125e-09,0.0,3e-05,ZI,273.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,7.486e-07,2.7525692663683946e-08,-5.956068054910205e-07,7.41867493172156e-08,-4.473821850258752e-07,-3.0111381944328944e-09,-1.5491746754231405e-08,-2.25522190901998e-08,3.2003893428639047e-09,4.570688125624644e-09,3e-05,ZI,373.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,6.084000000000001e-07,9.371600666850786e-08,-4.85094227228048e-07,3.732596653461327e-08,-3.652956650882679e-07,-5.4695328685028726e-09,1.1638806244847002e-08,-9.282947972108368e-08,2.6010110555682604e-09,3.878590247858461e-09,3e-05,IZ,473.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,5.115e-07,1.359678188911242e-07,-4.092798262704089e-07,3.94091649180316e-08,-3.0425185542331106e-07,-5.469175288295851e-09,-6.767710591554936e-09,-1.3568910784961482e-07,2.186747460425978e-09,3.3886254000589704e-09,3e-05,ZI,573.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,4.752e-07,1.548488238017673e-07,-3.7838549163012e-07,3.510176076465172e-08,-2.853196910748601e-07,-2.592345348553912e-09,2.4048460698711874e-10,-1.548269361110605e-07,2.0315589309763928e-09,3.2161562834667224e-09,3e-05,IZ,623.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,4.4450000000000004e-07,1.6660653948836775e-07,-3.566228552208416e-07,2.8693193644003662e-08,-2.6377469509534533e-07,3.2319277043388536e-09,2.2245063066021614e-09,-1.6656033505998616e-07,1.9003113316898286e-09,3.048914486374173e-09,3e-05,ZI,673.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,3.955e-07,2.0010262830858882e-07,-3.1409582364692086e-07,2.9137788585213357e-08,-2.385687591532592e-07,-1.0526609881335325e-08,-4.729305198411998e-09,-1.997695823010893e-07,1.6908281927633909e-09,2.8822872133900154e-09,3e-05,IZ,703.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,3.235e-07,2.3179311530915706e-07,-2.6224660786664905e-07,1.5580319338206128e-08,-1.8877558187370404e-07,5.756098119391828e-09,8.213585847652898e-09,-2.3157601915286337e-07,1.3830162335245434e-09,2.5209029052894515e-09,3e-05,ZI,733.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,2.769e-07,2.5738187741645457e-07,-2.2009940487145913e-07,1.4233190042711157e-08,-1.674134949053916e-07,2.269396299352678e-09,2.3506316295923836e-10,-2.573717649785321e-07,1.1837934932394005e-09,2.36016804686369e-09,3e-05,IZ,763.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,2.434e-07,2.723184284683731e-07,-1.9253308298903887e-07,1.4814613345370405e-08,-1.4817253182072263e-07,5.72223721920956e-09,-3.0614711443889954e-09,-2.722410877864023e-07,1.0405754288713258e-09,2.2256647753377075e-09,3e-05,ZI,783.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,1.923e-07,3.1754451541703433e-07,-1.5197063645770615e-07,7.432604115160801e-09,-1.1759664982773533e-07,-6.122107730829855e-09,1.6829661606052736e-09,-3.1748103359614025e-07,8.221144411337548e-10,2.1433394630940015e-09,3e-05,IZ,803.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,1.581e-07,3.5410620405605355e-07,-1.2608572761792745e-07,-1.760603283743201e-09,-9.536718286252916e-08,4.9102611747716915e-09,-2.894488579986243e-09,-3.540603268117501e-07,6.759037604953023e-10,2.101738181679131e-09,3e-05,ZI,818.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,1.267e-07,3.8096935360386835e-07,-1.006509527045687e-07,-5.27011972108761e-10,-7.695451889294041e-08,-1.6455842160590407e-09,3.920537608535465e-09,-3.8094562580871984e-07,5.416635449383605e-10,2.077755047424111e-09,3e-05,IZ,833.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,9.036e-08,4.046491420757303e-07,-7.164799523471503e-08,2.3768087947721344e-09,-5.5007682725228e-08,8.130098375181427e-09,-7.9339047009905e-09,-4.0448965727102346e-07,3.8630400884475343e-10,2.0205221060039306e-09,3e-05,ZI,843.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,2.599e-08,4.6185827394183845e-07,-1.724385340445332e-08,6.323034000285833e-10,-1.943527237205684e-08,1.7816223356532674e-09,-1.8356991652751314e-08,-4.614898827578436e-07,1.1111156695302282e-10,2.061489039472065e-09,3e-05,IZ,853.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,9.97e-09,4.837149953158901e-07,-3.890050327647179e-09,1.8139602583902411e-09,-8.99877528496811e-09,-2.001005536812793e-09,-1.2311698342822647e-08,-4.835541487302209e-07,4.262340602237928e-11,2.1068055452302726e-09,3e-05,ZI,873.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,7.486e-07,2.691085642308013e-08,-5.956068054910205e-07,7.41867493172156e-08,-4.473821850258752e-07,9.000257367609715e-11,-7.923723928793924e-09,-2.571771164121379e-08,3.2003893428639047e-09,4.5026049370882504e-09,3e-05,P,373.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,5.115e-07,1.4682886591008606e-07,-4.092798262704089e-07,3.94091649180316e-08,-3.0425185542331106e-07,-5.4396241567842305e-09,-1.9825853983120098e-10,-1.4672793546910672e-07,2.186747460425978e-09,3.5148278095585874e-09,3e-05,P,573.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,4.4450000000000004e-07,1.9905592362756077e-07,-3.566228552208416e-07,2.8693193644003662e-08,-2.6377469509534533e-07,7.150016033429879e-10,1.4217443311510058e-08,-1.9854625105907318e-07,1.9003113316898286e-09,3.003090427324004e-09,3e-05,P,673.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,3.235e-07,2.429655243229019e-07,-2.6224660786664905e-07,1.5580319338206128e-08,-1.8877558187370404e-07,-2.5973389469144997e-10,-6.567938709982563e-10,-2.429644977555725e-07,1.3830162335245434e-09,1.865254969665404e-09,3e-05,P,733.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,2.434e-07,2.848375605303919e-07,-1.9253308298903887e-07,1.4814613345370405e-08,-1.4817253182072263e-07,1.1555086257671553e-08,7.762899857296911e-09,-2.8449719375819515e-07,1.0405754288713258e-09,1.696385908694092e-09,3e-05,P,783.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,1.581e-07,3.678814208544457e-07,-1.2608572761792745e-07,-1.760603283743201e-09,-9.536718286252916e-08,5.5110027624661525e-09,8.578297766756006e-10,-3.6783913982407056e-07,6.759037604953023e-10,1.829771091030926e-09,3e-05,P,818.0,1,,,
NA92-28Ce,NA92-28Ce,NA92-28C,9.036e-08,4.2222866245198097e-07,-7.164799523471503e-08,2.3768087947721344e-09,-5.5007682725228e-08,2.4498108376127326e-09,-6.093545307989391e-09,-4.221775817454407e-07,3.8630400884475343e-10,1.8434516225526525e-09,3e-05,P,843.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,1.277e-06,0.0,-1.1116382025677788e-06,-1.1879985266047509e-07,6.171516034166379e-07,0.0,0.0,0.0,1.0918774220778002e-08,0.0,3e-05,ZI,273.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,1.253e-06,2.882533256271281e-08,-1.0733514449177424e-06,-1.9893393167693683e-07,6.151024032797714e-07,2.7869313990553552e-09,-1.416771296762848e-09,-2.865528868848855e-08,1.874874093391618e-08,2.6345979656885905e-08,3e-05,ZI,373.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,1.16e-06,7.153217227693337e-08,-9.907399913458315e-07,-1.8362280377151308e-07,5.747320553815927e-07,-1.193830770332153e-09,-3.805037679982249e-09,-7.142092219372834e-08,1.7357174368190555e-08,2.421054306237928e-08,3e-05,IZ,473.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,1.092e-06,1.2395267131654148e-07,-9.289419268248039e-07,-1.8225116023295776e-07,5.443486118111827e-07,-5.040457502971826e-09,4.766224264072219e-08,-1.1431171917666281e-07,1.6339684836262147e-08,2.253339202541099e-08,3e-05,ZI,573.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,1.039e-06,1.4022919417298948e-07,-8.9259487073608e-07,-1.333991972306024e-07,5.147815565012714e-07,3.0044238081395853e-09,-2.727269996052106e-09,-1.4017047597249467e-07,1.5546641524612058e-08,2.131782822100896e-08,3e-05,IZ,623.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,1.01e-06,1.6879877367386352e-07,-8.661729389501293e-07,-1.2790529156077573e-07,5.034726171513686e-07,1.8557472559968608e-08,-2.460480251114871e-08,-1.6596159163907046e-07,1.51127121654073e-08,2.0493003797665354e-08,3e-05,ZI,673.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,9.484e-07,1.902987381133759e-07,-8.127356203282373e-07,-1.1856530457800576e-07,4.7419999999999994e-07,-3.950241188170061e-09,-2.39691955566219e-08,-1.8874184217196494e-07,1.419098635413097e-08,1.932637518879322e-08,3e-05,IZ,703.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,8.615999999999999e-07,2.5894328864727746e-07,-7.397839216033264e-07,-9.739440095407598e-08,4.307999999999999e-07,2.7822482176655495e-08,-2.8143610040881852e-08,-2.5590129627429346e-07,1.2892190892787055e-08,1.7031595480576236e-08,3e-05,ZI,733.0,1,,,
NA92-28Cf,NA92-28Cf,NA92-28C,6.392000000000001e-07,2.9617948378837557e-07,-5.519879792822549e-07,-7.365092115753964e-08,3.13785679310798e-07,-1.1592428858913067e-08,-5.5551398245346185e-09,-2.9590039309171174e-07,9.564401600127074e-09,1.2808895814232182e-08,3e-05,IZ,763.0,1,,,
